date,region,vaccine,type,number
2020-12-30,Calabria,Pfizer/BioNTech,second dose,0
2020-12-31,Calabria,Pfizer/BioNTech,first dose,281
2020-12-31,Calabria,Pfizer/BioNTech,second dose,0
2021-01-01,Calabria,Pfizer/BioNTech,first dose,281
2021-01-01,Calabria,Pfizer/BioNTech,second dose,0
2021-01-02,Calabria,Pfizer/BioNTech,first dose,446
2021-01-02,Calabria,Pfizer/BioNTech,second dose,0
2021-01-03,Calabria,Pfizer/BioNTech,first dose,452
2021-01-03,Calabria,Pfizer/BioNTech,second dose,0
2021-01-04,Calabria,Pfizer/BioNTech,first dose,1448
2021-01-04,Calabria,Pfizer/BioNTech,second dose,0
2021-01-05,Calabria,Pfizer/BioNTech,first dose,2798
2021-01-05,Calabria,Pfizer/BioNTech,second dose,0
2021-01-06,Calabria,Pfizer/BioNTech,first dose,3724
2021-01-06,Calabria,Pfizer/BioNTech,second dose,0
2021-01-07,Calabria,Pfizer/BioNTech,first dose,5904
2021-01-07,Calabria,Pfizer/BioNTech,second dose,0
2021-01-08,Calabria,Pfizer/BioNTech,first dose,8013
2021-01-08,Calabria,Pfizer/BioNTech,second dose,0
2021-01-09,Calabria,Pfizer/BioNTech,first dose,9929
2021-01-09,Calabria,Pfizer/BioNTech,second dose,0
2021-01-10,Calabria,Pfizer/BioNTech,first dose,10858
2021-01-10,Calabria,Pfizer/BioNTech,second dose,0
2021-01-11,Calabria,Pfizer/BioNTech,first dose,13012
2021-01-11,Calabria,Pfizer/BioNTech,second dose,0
2021-01-12,Calabria,Pfizer/BioNTech,first dose,15070
2021-01-12,Calabria,Pfizer/BioNTech,second dose,0
2021-01-13,Calabria,Pfizer/BioNTech,first dose,17098
2021-01-13,Calabria,Pfizer/BioNTech,second dose,0
2021-01-14,Calabria,Pfizer/BioNTech,first dose,19655
2021-01-14,Calabria,Pfizer/BioNTech,second dose,0
2021-01-15,Calabria,Pfizer/BioNTech,first dose,22448
2021-01-15,Calabria,Pfizer/BioNTech,second dose,0
2021-01-16,Calabria,Pfizer/BioNTech,first dose,24842
2021-01-16,Calabria,Pfizer/BioNTech,second dose,0
2021-01-17,Calabria,Pfizer/BioNTech,first dose,25643
2021-01-17,Calabria,Pfizer/BioNTech,second dose,66
2021-01-18,Calabria,Pfizer/BioNTech,first dose,26683
2021-01-18,Calabria,Pfizer/BioNTech,second dose,256
2021-01-19,Calabria,Pfizer/BioNTech,first dose,27781
2021-01-19,Calabria,Pfizer/BioNTech,second dose,267
2021-01-20,Calabria,Pfizer/BioNTech,first dose,29175
2021-01-20,Calabria,Pfizer/BioNTech,second dose,268
2021-01-21,Calabria,Pfizer/BioNTech,first dose,30101
2021-01-21,Calabria,Pfizer/BioNTech,second dose,297
2021-01-22,Calabria,Pfizer/BioNTech,first dose,30754
2021-01-22,Calabria,Pfizer/BioNTech,second dose,299
2021-01-23,Calabria,Pfizer/BioNTech,first dose,31112
2021-01-23,Calabria,Pfizer/BioNTech,second dose,341
2021-01-24,Calabria,Pfizer/BioNTech,first dose,31151
2021-01-24,Calabria,Pfizer/BioNTech,second dose,346
2021-01-25,Calabria,Pfizer/BioNTech,first dose,31307
2021-01-25,Calabria,Pfizer/BioNTech,second dose,1253
2021-01-26,Calabria,Pfizer/BioNTech,first dose,31592
2021-01-26,Calabria,Pfizer/BioNTech,second dose,2771
2021-01-27,Calabria,Pfizer/BioNTech,first dose,31988
2021-01-27,Calabria,Pfizer/BioNTech,second dose,3832
2021-01-28,Calabria,Pfizer/BioNTech,first dose,32072
2021-01-28,Calabria,Pfizer/BioNTech,second dose,5980
2021-01-29,Calabria,Pfizer/BioNTech,first dose,32305
2021-01-29,Calabria,Pfizer/BioNTech,second dose,7793
2021-01-30,Calabria,Pfizer/BioNTech,first dose,32662
2021-01-30,Calabria,Pfizer/BioNTech,second dose,9607
2021-01-31,Calabria,Pfizer/BioNTech,first dose,32817
2021-01-31,Calabria,Pfizer/BioNTech,second dose,10557
2021-02-01,Calabria,Pfizer/BioNTech,first dose,33065
2021-02-01,Calabria,Pfizer/BioNTech,second dose,12806
2021-02-02,Calabria,Pfizer/BioNTech,first dose,33242
2021-02-02,Calabria,Pfizer/BioNTech,second dose,14916
2021-02-03,Calabria,Pfizer/BioNTech,first dose,33775
2021-02-03,Calabria,Pfizer/BioNTech,second dose,17096
2021-02-04,Calabria,Pfizer/BioNTech,first dose,34371
2021-02-04,Calabria,Pfizer/BioNTech,second dose,19842
2021-02-05,Calabria,Pfizer/BioNTech,first dose,34854
2021-02-05,Calabria,Pfizer/BioNTech,second dose,23148
2021-02-06,Calabria,Pfizer/BioNTech,first dose,35226
2021-02-06,Calabria,Pfizer/BioNTech,second dose,25614
2021-02-07,Calabria,Pfizer/BioNTech,first dose,35373
2021-02-07,Calabria,Pfizer/BioNTech,second dose,26325
2021-02-08,Calabria,Pfizer/BioNTech,first dose,35961
2021-02-08,Calabria,Pfizer/BioNTech,second dose,27511
2021-02-09,Calabria,Pfizer/BioNTech,first dose,36909
2021-02-09,Calabria,Pfizer/BioNTech,second dose,28709
2021-02-10,Calabria,Pfizer/BioNTech,first dose,37598
2021-02-10,Calabria,Pfizer/BioNTech,second dose,30332
2021-02-11,Calabria,Pfizer/BioNTech,first dose,38569
2021-02-11,Calabria,Pfizer/BioNTech,second dose,31591
2021-02-12,Calabria,Pfizer/BioNTech,first dose,39348
2021-02-12,Calabria,Pfizer/BioNTech,second dose,32356
2021-02-13,Calabria,Pfizer/BioNTech,first dose,40196
2021-02-13,Calabria,Pfizer/BioNTech,second dose,32718
2021-02-14,Calabria,Pfizer/BioNTech,first dose,40411
2021-02-14,Calabria,Pfizer/BioNTech,second dose,32748
2021-02-15,Calabria,Pfizer/BioNTech,first dose,41306
2021-02-15,Calabria,Pfizer/BioNTech,second dose,32896
2021-02-16,Calabria,Pfizer/BioNTech,first dose,42327
2021-02-16,Calabria,Pfizer/BioNTech,second dose,33175
2021-02-17,Calabria,Pfizer/BioNTech,first dose,43521
2021-02-17,Calabria,Pfizer/BioNTech,second dose,33385
2021-02-18,Calabria,Pfizer/BioNTech,first dose,44868
2021-02-18,Calabria,Pfizer/BioNTech,second dose,33608
2021-02-19,Calabria,Pfizer/BioNTech,first dose,46047
2021-02-19,Calabria,Pfizer/BioNTech,second dose,33869
2021-02-20,Calabria,Pfizer/BioNTech,first dose,47075
2021-02-20,Calabria,Pfizer/BioNTech,second dose,34183
2021-02-21,Calabria,Pfizer/BioNTech,first dose,47599
2021-02-21,Calabria,Pfizer/BioNTech,second dose,34260
2021-02-22,Calabria,Pfizer/BioNTech,first dose,49028
2021-02-22,Calabria,Pfizer/BioNTech,second dose,34814
2021-02-23,Calabria,Pfizer/BioNTech,first dose,50462
2021-02-23,Calabria,Pfizer/BioNTech,second dose,34929
2021-02-24,Calabria,Pfizer/BioNTech,first dose,51751
2021-02-24,Calabria,Pfizer/BioNTech,second dose,35404
2021-02-25,Calabria,Pfizer/BioNTech,first dose,53487
2021-02-25,Calabria,Pfizer/BioNTech,second dose,35981
2021-02-26,Calabria,Pfizer/BioNTech,first dose,55574
2021-02-26,Calabria,Pfizer/BioNTech,second dose,36448
2021-02-27,Calabria,Pfizer/BioNTech,first dose,58081
2021-02-27,Calabria,Pfizer/BioNTech,second dose,36826
2021-02-28,Calabria,Pfizer/BioNTech,first dose,59715
2021-02-28,Calabria,Pfizer/BioNTech,second dose,36977
2021-03-01,Calabria,Pfizer/BioNTech,first dose,61264
2021-03-01,Calabria,Pfizer/BioNTech,second dose,37425
2021-03-02,Calabria,Pfizer/BioNTech,first dose,63609
2021-03-02,Calabria,Pfizer/BioNTech,second dose,38134
2021-03-03,Calabria,Pfizer/BioNTech,first dose,66438
2021-03-03,Calabria,Pfizer/BioNTech,second dose,39148
2021-03-04,Calabria,Pfizer/BioNTech,first dose,69687
2021-03-04,Calabria,Pfizer/BioNTech,second dose,39896
2021-03-05,Calabria,Pfizer/BioNTech,first dose,73455
2021-03-05,Calabria,Pfizer/BioNTech,second dose,40471
2021-03-06,Calabria,Pfizer/BioNTech,first dose,78924
2021-03-06,Calabria,Pfizer/BioNTech,second dose,41158
2021-03-07,Calabria,Pfizer/BioNTech,first dose,81043
2021-03-07,Calabria,Pfizer/BioNTech,second dose,41247
2021-03-08,Calabria,Pfizer/BioNTech,first dose,83474
2021-03-08,Calabria,Pfizer/BioNTech,second dose,42252
2021-03-09,Calabria,Pfizer/BioNTech,first dose,86658
2021-03-09,Calabria,Pfizer/BioNTech,second dose,43227
2021-03-10,Calabria,Pfizer/BioNTech,first dose,90214
2021-03-10,Calabria,Pfizer/BioNTech,second dose,44295
2021-03-11,Calabria,Pfizer/BioNTech,first dose,94261
2021-03-11,Calabria,Pfizer/BioNTech,second dose,45528
2021-03-12,Calabria,Pfizer/BioNTech,first dose,96444
2021-03-12,Calabria,Pfizer/BioNTech,second dose,46540
2021-03-13,Calabria,Pfizer/BioNTech,first dose,100457
2021-03-13,Calabria,Pfizer/BioNTech,second dose,47490
2021-03-14,Calabria,Pfizer/BioNTech,first dose,101619
2021-03-14,Calabria,Pfizer/BioNTech,second dose,47871
2021-03-15,Calabria,Pfizer/BioNTech,first dose,102775
2021-03-15,Calabria,Pfizer/BioNTech,second dose,49285
2021-03-16,Calabria,Pfizer/BioNTech,first dose,104836
2021-03-16,Calabria,Pfizer/BioNTech,second dose,50798
2021-03-17,Calabria,Pfizer/BioNTech,first dose,106653
2021-03-17,Calabria,Pfizer/BioNTech,second dose,52138
2021-03-18,Calabria,Pfizer/BioNTech,first dose,108840
2021-03-18,Calabria,Pfizer/BioNTech,second dose,53782
2020-12-27,Sicilia,Pfizer/BioNTech,first dose,89
2020-12-27,Sicilia,Pfizer/BioNTech,second dose,0
2020-12-28,Sicilia,Pfizer/BioNTech,first dose,296
2020-12-28,Sicilia,Pfizer/BioNTech,second dose,0
2020-12-29,Sicilia,Pfizer/BioNTech,first dose,531
2020-12-29,Sicilia,Pfizer/BioNTech,second dose,0
2020-12-30,Sicilia,Pfizer/BioNTech,first dose,704
2020-12-30,Sicilia,Pfizer/BioNTech,second dose,0
2020-12-31,Sicilia,Pfizer/BioNTech,first dose,1581
2020-12-31,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-01,Sicilia,Pfizer/BioNTech,first dose,2396
2021-01-01,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-02,Sicilia,Pfizer/BioNTech,first dose,7268
2021-01-02,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-03,Sicilia,Pfizer/BioNTech,first dose,11961
2021-01-03,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-04,Sicilia,Pfizer/BioNTech,first dose,20334
2021-01-04,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-05,Sicilia,Pfizer/BioNTech,first dose,30861
2021-01-05,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-06,Sicilia,Pfizer/BioNTech,first dose,37332
2021-01-06,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-07,Sicilia,Pfizer/BioNTech,first dose,46505
2021-01-07,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-08,Sicilia,Pfizer/BioNTech,first dose,54833
2021-01-08,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-09,Sicilia,Pfizer/BioNTech,first dose,62158
2021-01-09,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-10,Sicilia,Pfizer/BioNTech,first dose,65776
2021-01-10,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-11,Sicilia,Pfizer/BioNTech,first dose,71679
2021-01-11,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-12,Sicilia,Pfizer/BioNTech,first dose,76221
2021-01-12,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-13,Sicilia,Pfizer/BioNTech,first dose,81425
2021-01-13,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-14,Sicilia,Pfizer/BioNTech,first dose,86593
2021-01-14,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-15,Sicilia,Pfizer/BioNTech,first dose,91603
2021-01-15,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-16,Sicilia,Pfizer/BioNTech,first dose,94251
2021-01-16,Sicilia,Pfizer/BioNTech,second dose,0
2021-01-17,Sicilia,Pfizer/BioNTech,first dose,95246
2021-01-17,Sicilia,Pfizer/BioNTech,second dose,50
2021-01-18,Sicilia,Pfizer/BioNTech,first dose,96345
2021-01-18,Sicilia,Pfizer/BioNTech,second dose,166
2021-01-19,Sicilia,Pfizer/BioNTech,first dose,97168
2021-01-19,Sicilia,Pfizer/BioNTech,second dose,344
2021-01-20,Sicilia,Pfizer/BioNTech,first dose,97326
2021-01-20,Sicilia,Pfizer/BioNTech,second dose,579
2021-01-21,Sicilia,Pfizer/BioNTech,first dose,97460
2021-01-21,Sicilia,Pfizer/BioNTech,second dose,1408
2021-01-22,Sicilia,Pfizer/BioNTech,first dose,97557
2021-01-22,Sicilia,Pfizer/BioNTech,second dose,2401
2021-01-23,Sicilia,Pfizer/BioNTech,first dose,97732
2021-01-23,Sicilia,Pfizer/BioNTech,second dose,6324
2021-01-24,Sicilia,Pfizer/BioNTech,first dose,97810
2021-01-24,Sicilia,Pfizer/BioNTech,second dose,10508
2021-01-25,Sicilia,Pfizer/BioNTech,first dose,98012
2021-01-25,Sicilia,Pfizer/BioNTech,second dose,17697
2021-01-26,Sicilia,Pfizer/BioNTech,first dose,98167
2021-01-26,Sicilia,Pfizer/BioNTech,second dose,26908
2021-01-27,Sicilia,Pfizer/BioNTech,first dose,98268
2021-01-27,Sicilia,Pfizer/BioNTech,second dose,34244
2021-01-28,Sicilia,Pfizer/BioNTech,first dose,98454
2021-01-28,Sicilia,Pfizer/BioNTech,second dose,43152
2021-01-29,Sicilia,Pfizer/BioNTech,first dose,98762
2021-01-29,Sicilia,Pfizer/BioNTech,second dose,52074
2021-01-30,Sicilia,Pfizer/BioNTech,first dose,98936
2021-01-30,Sicilia,Pfizer/BioNTech,second dose,59727
2021-01-31,Sicilia,Pfizer/BioNTech,first dose,99049
2021-01-31,Sicilia,Pfizer/BioNTech,second dose,63722
2021-02-01,Sicilia,Pfizer/BioNTech,first dose,99353
2021-02-01,Sicilia,Pfizer/BioNTech,second dose,69489
2021-02-02,Sicilia,Pfizer/BioNTech,first dose,99865
2021-02-02,Sicilia,Pfizer/BioNTech,second dose,74392
2021-02-03,Sicilia,Pfizer/BioNTech,first dose,100487
2021-02-03,Sicilia,Pfizer/BioNTech,second dose,79732
2021-02-04,Sicilia,Pfizer/BioNTech,first dose,101717
2021-02-04,Sicilia,Pfizer/BioNTech,second dose,85144
2021-02-05,Sicilia,Pfizer/BioNTech,first dose,103582
2021-02-05,Sicilia,Pfizer/BioNTech,second dose,90226
2021-02-06,Sicilia,Pfizer/BioNTech,first dose,104839
2021-02-06,Sicilia,Pfizer/BioNTech,second dose,93800
2021-02-07,Sicilia,Pfizer/BioNTech,first dose,105474
2021-02-07,Sicilia,Pfizer/BioNTech,second dose,95473
2021-02-08,Sicilia,Pfizer/BioNTech,first dose,107444
2021-02-08,Sicilia,Pfizer/BioNTech,second dose,97431
2021-02-09,Sicilia,Pfizer/BioNTech,first dose,110536
2021-02-09,Sicilia,Pfizer/BioNTech,second dose,98434
2021-02-10,Sicilia,Pfizer/BioNTech,first dose,114230
2021-02-10,Sicilia,Pfizer/BioNTech,second dose,98857
2021-02-11,Sicilia,Pfizer/BioNTech,first dose,118921
2021-02-11,Sicilia,Pfizer/BioNTech,second dose,99243
2021-02-12,Sicilia,Pfizer/BioNTech,first dose,123225
2021-02-12,Sicilia,Pfizer/BioNTech,second dose,99508
2021-02-13,Sicilia,Pfizer/BioNTech,first dose,126022
2021-02-13,Sicilia,Pfizer/BioNTech,second dose,99643
2021-02-14,Sicilia,Pfizer/BioNTech,first dose,126939
2021-02-14,Sicilia,Pfizer/BioNTech,second dose,99655
2021-02-15,Sicilia,Pfizer/BioNTech,first dose,129864
2021-02-15,Sicilia,Pfizer/BioNTech,second dose,99876
2021-02-16,Sicilia,Pfizer/BioNTech,first dose,132335
2021-02-16,Sicilia,Pfizer/BioNTech,second dose,99962
2021-02-17,Sicilia,Pfizer/BioNTech,first dose,134635
2021-02-17,Sicilia,Pfizer/BioNTech,second dose,100060
2021-02-18,Sicilia,Pfizer/BioNTech,first dose,137342
2021-02-18,Sicilia,Pfizer/BioNTech,second dose,100179
2021-02-19,Sicilia,Pfizer/BioNTech,first dose,139604
2021-02-19,Sicilia,Pfizer/BioNTech,second dose,100478
2021-02-20,Sicilia,Pfizer/BioNTech,first dose,145250
2021-02-20,Sicilia,Pfizer/BioNTech,second dose,100606
2021-02-21,Sicilia,Pfizer/BioNTech,first dose,149705
2021-02-21,Sicilia,Pfizer/BioNTech,second dose,100683
2021-02-22,Sicilia,Pfizer/BioNTech,first dose,155286
2021-02-22,Sicilia,Pfizer/BioNTech,second dose,101102
2021-02-23,Sicilia,Pfizer/BioNTech,first dose,161116
2021-02-23,Sicilia,Pfizer/BioNTech,second dose,101526
2021-02-24,Sicilia,Pfizer/BioNTech,first dose,166834
2021-02-24,Sicilia,Pfizer/BioNTech,second dose,102034
2021-02-25,Sicilia,Pfizer/BioNTech,first dose,172561
2021-02-25,Sicilia,Pfizer/BioNTech,second dose,103106
2021-02-26,Sicilia,Pfizer/BioNTech,first dose,177905
2021-02-26,Sicilia,Pfizer/BioNTech,second dose,104673
2021-02-27,Sicilia,Pfizer/BioNTech,first dose,182945
2021-02-27,Sicilia,Pfizer/BioNTech,second dose,105748
2021-02-28,Sicilia,Pfizer/BioNTech,first dose,186833
2021-02-28,Sicilia,Pfizer/BioNTech,second dose,106313
2021-03-01,Sicilia,Pfizer/BioNTech,first dose,192161
2021-03-01,Sicilia,Pfizer/BioNTech,second dose,107900
2021-03-02,Sicilia,Pfizer/BioNTech,first dose,197627
2021-03-02,Sicilia,Pfizer/BioNTech,second dose,110621
2021-03-03,Sicilia,Pfizer/BioNTech,first dose,203024
2021-03-03,Sicilia,Pfizer/BioNTech,second dose,113628
2021-03-04,Sicilia,Pfizer/BioNTech,first dose,208034
2021-03-04,Sicilia,Pfizer/BioNTech,second dose,117637
2021-03-05,Sicilia,Pfizer/BioNTech,first dose,213061
2021-03-05,Sicilia,Pfizer/BioNTech,second dose,121747
2021-03-06,Sicilia,Pfizer/BioNTech,first dose,217739
2021-03-06,Sicilia,Pfizer/BioNTech,second dose,124366
2021-03-07,Sicilia,Pfizer/BioNTech,first dose,221671
2021-03-07,Sicilia,Pfizer/BioNTech,second dose,125299
2021-03-08,Sicilia,Pfizer/BioNTech,first dose,226070
2021-03-08,Sicilia,Pfizer/BioNTech,second dose,127920
2021-03-09,Sicilia,Pfizer/BioNTech,first dose,230295
2021-03-09,Sicilia,Pfizer/BioNTech,second dose,130112
2021-03-10,Sicilia,Pfizer/BioNTech,first dose,234991
2021-03-10,Sicilia,Pfizer/BioNTech,second dose,132326
2021-03-11,Sicilia,Pfizer/BioNTech,first dose,239432
2021-03-11,Sicilia,Pfizer/BioNTech,second dose,134643
2021-03-12,Sicilia,Pfizer/BioNTech,first dose,243862
2021-03-12,Sicilia,Pfizer/BioNTech,second dose,136586
2021-03-13,Sicilia,Pfizer/BioNTech,first dose,245960
2021-03-13,Sicilia,Pfizer/BioNTech,second dose,141108
2021-03-14,Sicilia,Pfizer/BioNTech,first dose,247453
2021-03-14,Sicilia,Pfizer/BioNTech,second dose,144941
2021-03-15,Sicilia,Pfizer/BioNTech,first dose,249634
2021-03-15,Sicilia,Pfizer/BioNTech,second dose,149862
2021-03-16,Sicilia,Pfizer/BioNTech,first dose,252711
2021-03-16,Sicilia,Pfizer/BioNTech,second dose,155677
2021-03-17,Sicilia,Pfizer/BioNTech,first dose,260107
2021-03-17,Sicilia,Pfizer/BioNTech,second dose,161311
2021-03-18,Sicilia,Pfizer/BioNTech,first dose,268086
2021-03-18,Sicilia,Pfizer/BioNTech,second dose,166716
2020-12-27,Sardegna,Pfizer/BioNTech,first dose,65
2020-12-27,Sardegna,Pfizer/BioNTech,second dose,0
2020-12-28,Sardegna,Pfizer/BioNTech,first dose,130
2020-12-28,Sardegna,Pfizer/BioNTech,second dose,0
2020-12-29,Sardegna,Pfizer/BioNTech,first dose,187
2020-12-29,Sardegna,Pfizer/BioNTech,second dose,0
2020-12-30,Sardegna,Pfizer/BioNTech,first dose,187
2020-12-30,Sardegna,Pfizer/BioNTech,second dose,0
2020-12-31,Sardegna,Pfizer/BioNTech,first dose,219
2020-12-31,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-01,Sardegna,Pfizer/BioNTech,first dose,249
2021-01-01,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-02,Sardegna,Pfizer/BioNTech,first dose,309
2021-01-02,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-03,Sardegna,Pfizer/BioNTech,first dose,399
2021-01-03,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-04,Sardegna,Pfizer/BioNTech,first dose,990
2021-01-04,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-05,Sardegna,Pfizer/BioNTech,first dose,2317
2021-01-05,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-06,Sardegna,Pfizer/BioNTech,first dose,3932
2021-01-06,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-07,Sardegna,Pfizer/BioNTech,first dose,7043
2021-01-07,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-08,Sardegna,Pfizer/BioNTech,first dose,10300
2021-01-08,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-09,Sardegna,Pfizer/BioNTech,first dose,14326
2021-01-09,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-10,Sardegna,Pfizer/BioNTech,first dose,16509
2021-01-10,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-11,Sardegna,Pfizer/BioNTech,first dose,17692
2021-01-11,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-12,Sardegna,Pfizer/BioNTech,first dose,18557
2021-01-12,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-13,Sardegna,Pfizer/BioNTech,first dose,19130
2021-01-13,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-14,Sardegna,Pfizer/BioNTech,first dose,20235
2021-01-14,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-15,Sardegna,Pfizer/BioNTech,first dose,21798
2021-01-15,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-16,Sardegna,Pfizer/BioNTech,first dose,23290
2021-01-16,Sardegna,Pfizer/BioNTech,second dose,0
2021-01-17,Sardegna,Pfizer/BioNTech,first dose,24149
2021-01-17,Sardegna,Pfizer/BioNTech,second dose,1
2021-01-18,Sardegna,Pfizer/BioNTech,first dose,24929
2021-01-18,Sardegna,Pfizer/BioNTech,second dose,125
2021-01-19,Sardegna,Pfizer/BioNTech,first dose,25621
2021-01-19,Sardegna,Pfizer/BioNTech,second dose,180
2021-01-20,Sardegna,Pfizer/BioNTech,first dose,25829
2021-01-20,Sardegna,Pfizer/BioNTech,second dose,182
2021-01-21,Sardegna,Pfizer/BioNTech,first dose,25923
2021-01-21,Sardegna,Pfizer/BioNTech,second dose,214
2021-01-22,Sardegna,Pfizer/BioNTech,first dose,25978
2021-01-22,Sardegna,Pfizer/BioNTech,second dose,242
2021-01-23,Sardegna,Pfizer/BioNTech,first dose,25978
2021-01-23,Sardegna,Pfizer/BioNTech,second dose,302
2021-01-24,Sardegna,Pfizer/BioNTech,first dose,25983
2021-01-24,Sardegna,Pfizer/BioNTech,second dose,387
2021-01-25,Sardegna,Pfizer/BioNTech,first dose,26005
2021-01-25,Sardegna,Pfizer/BioNTech,second dose,953
2021-01-26,Sardegna,Pfizer/BioNTech,first dose,26032
2021-01-26,Sardegna,Pfizer/BioNTech,second dose,2262
2021-01-27,Sardegna,Pfizer/BioNTech,first dose,26111
2021-01-27,Sardegna,Pfizer/BioNTech,second dose,3591
2021-01-28,Sardegna,Pfizer/BioNTech,first dose,26180
2021-01-28,Sardegna,Pfizer/BioNTech,second dose,6490
2021-01-29,Sardegna,Pfizer/BioNTech,first dose,26228
2021-01-29,Sardegna,Pfizer/BioNTech,second dose,9393
2021-01-30,Sardegna,Pfizer/BioNTech,first dose,26590
2021-01-30,Sardegna,Pfizer/BioNTech,second dose,12893
2021-01-31,Sardegna,Pfizer/BioNTech,first dose,26638
2021-01-31,Sardegna,Pfizer/BioNTech,second dose,14966
2021-02-01,Sardegna,Pfizer/BioNTech,first dose,26863
2021-02-01,Sardegna,Pfizer/BioNTech,second dose,16265
2021-02-02,Sardegna,Pfizer/BioNTech,first dose,27104
2021-02-02,Sardegna,Pfizer/BioNTech,second dose,17506
2021-02-03,Sardegna,Pfizer/BioNTech,first dose,27318
2021-02-03,Sardegna,Pfizer/BioNTech,second dose,18198
2021-02-04,Sardegna,Pfizer/BioNTech,first dose,27934
2021-02-04,Sardegna,Pfizer/BioNTech,second dose,19552
2021-02-05,Sardegna,Pfizer/BioNTech,first dose,28188
2021-02-05,Sardegna,Pfizer/BioNTech,second dose,21016
2021-02-06,Sardegna,Pfizer/BioNTech,first dose,28757
2021-02-06,Sardegna,Pfizer/BioNTech,second dose,22417
2021-02-07,Sardegna,Pfizer/BioNTech,first dose,28985
2021-02-07,Sardegna,Pfizer/BioNTech,second dose,23305
2021-02-08,Sardegna,Pfizer/BioNTech,first dose,29723
2021-02-08,Sardegna,Pfizer/BioNTech,second dose,23919
2021-02-09,Sardegna,Pfizer/BioNTech,first dose,30923
2021-02-09,Sardegna,Pfizer/BioNTech,second dose,24915
2021-02-10,Sardegna,Pfizer/BioNTech,first dose,32364
2021-02-10,Sardegna,Pfizer/BioNTech,second dose,25433
2021-02-11,Sardegna,Pfizer/BioNTech,first dose,33567
2021-02-11,Sardegna,Pfizer/BioNTech,second dose,25544
2021-02-12,Sardegna,Pfizer/BioNTech,first dose,35745
2021-02-12,Sardegna,Pfizer/BioNTech,second dose,25603
2021-02-13,Sardegna,Pfizer/BioNTech,first dose,37197
2021-02-13,Sardegna,Pfizer/BioNTech,second dose,25605
2021-02-14,Sardegna,Pfizer/BioNTech,first dose,37734
2021-02-14,Sardegna,Pfizer/BioNTech,second dose,25607
2021-02-15,Sardegna,Pfizer/BioNTech,first dose,38661
2021-02-15,Sardegna,Pfizer/BioNTech,second dose,25638
2021-02-16,Sardegna,Pfizer/BioNTech,first dose,39319
2021-02-16,Sardegna,Pfizer/BioNTech,second dose,25665
2021-02-17,Sardegna,Pfizer/BioNTech,first dose,40230
2021-02-17,Sardegna,Pfizer/BioNTech,second dose,25740
2021-02-18,Sardegna,Pfizer/BioNTech,first dose,41578
2021-02-18,Sardegna,Pfizer/BioNTech,second dose,25804
2021-02-19,Sardegna,Pfizer/BioNTech,first dose,42997
2021-02-19,Sardegna,Pfizer/BioNTech,second dose,25860
2021-02-20,Sardegna,Pfizer/BioNTech,first dose,43479
2021-02-20,Sardegna,Pfizer/BioNTech,second dose,26194
2021-02-21,Sardegna,Pfizer/BioNTech,first dose,43587
2021-02-21,Sardegna,Pfizer/BioNTech,second dose,26224
2021-02-22,Sardegna,Pfizer/BioNTech,first dose,44319
2021-02-22,Sardegna,Pfizer/BioNTech,second dose,26452
2021-02-23,Sardegna,Pfizer/BioNTech,first dose,44998
2021-02-23,Sardegna,Pfizer/BioNTech,second dose,26686
2021-02-24,Sardegna,Pfizer/BioNTech,first dose,46354
2021-02-24,Sardegna,Pfizer/BioNTech,second dose,26874
2021-02-25,Sardegna,Pfizer/BioNTech,first dose,48343
2021-02-25,Sardegna,Pfizer/BioNTech,second dose,27480
2021-02-26,Sardegna,Pfizer/BioNTech,first dose,50440
2021-02-26,Sardegna,Pfizer/BioNTech,second dose,27787
